label,cityLabel
重返人間,Land of the Living
破碎虚空,Q6900496
歡愉之家,The House of Mirth
掀开面纱,The Lifted Veil
荀子 (書),Xunzi
琉璃宮史,Hmannan Yazawin
阿凡达的艺术：詹姆斯·卡梅隆的史诗冒险,The Art of Avatar: James Cameron's Epic Adventure
算術簡介,Introduction to Arithmetic
奥义书,Upanishad
醜陋的中國人,The Ugly Chinese
馬克思的歷史理論︰一個辯護,Karl Marx's Theory of History: A Defence
喀拉喀托：世界大爆炸之日,Krakatoa: The Day the World Exploded
拉德，一只狗,"Lad, A Dog"
災難小姐,List of Little Miss characters
權力意志,The Will to Power (manuscript)
內外科看護學,Lāi-goā-kho Khàn-hō͘-ha̍k
女孩和女人们的生活,Lives of Girls and Women
聖經呂振中譯本,Lü Zhenzhong's version of the Bible
梅森立法程序準則,Mason's Manual of Legislative Procedure
馬克思恩格斯選集,Marx/Engels Collected Works
迷霧之子：執法鎔金,Mistborn: The Alloy of Law
Naive Set Theory (書),Naive Set Theory
報復,I Will Repay
2100科技大未來：從現在到2100年，科技將如何改變我們的生活,Physics of the Future
出人意表，情理之中：费曼书信集,Perfectly Reasonable Deviations from the Beaten Track
里程碑,Milestones
不完全神性機關伊莉斯,Q6427631
我們的戰爭,Q6389585
柏拉圖式性愛,Platonic Sex
Madonna (書),Madonna
瑪麗·賴德蓋特,Mary Reilly
墨子,Mozi
鲁迅日记,Q7188762
天問,Naturales quaestiones
一步登天,How to Succeed in Business Without Really Trying
女人之旅,Journey to a Woman
何典,Hedian
閃亮-閃亮,Kira-Kira
A Perfect Peace,A Perfect Peace
像少年啦飞驰,Like a Speeding Youth
漢語方言地圖集,Linguistic Atlas of Chinese Dialects
陆雪琪,Zhu Xian
馬克思主義的主流流派,Main Currents of Marxism
官場現形記,Guanchang Xianxing Ji
物理的數學方法,Methoden der mathematischen Physik
長腿先生,Mr. Tall
南翁夢錄,Nam Ông mộng lục
民族主義與文化,Nationalism and Culture
猪笼草科 (1908年专著),Nepenthaceae 1908 monograph
不、不！男孩！,No-No Boy
服從權威,Obedience to Authority: An Experimental View
战胜心魔,Outwitting the Devil
鹿人,People of the Deer
重新做人,Resurrection Men
Monster,Monster
春宵苦短，少女前進吧！,Q6145461
东方紫香花 ～ Seasonal Dream Vision.,Q6579203
明夷待访录,Q6789697
愛與戰,Love and War
驅逐之戰,Outcast
世事無常 (1979年小說),Nothing Lasts Forever
慧劍心魔,Huijian Xinmo
程序设计方法,How to Design Programs
一無所懼（小說）,Nothing to Lose
我，蒂娜,"I, Tina"
數學少女,Math Girls
餓鬼：毛時代大饑荒揭秘,Hungry Ghosts: Mao's Secret Famine
航向長夜的捕鯨船：《白鯨記》背後的真實故事,In the Heart of the Sea: The Tragedy of the Whaleship Essex
牧灵圣经,Pastoral Bible
聖經思高本,Studium Biblicum Version
攸關生存,It's a Matter of Survival
耶路撒冷三千年,Jerusalem: The Biography
喝眼淚的鳥,The Bird That Drinks Tears
丹麥女孩 (書籍),The Danish Girl
凱因斯經濟學,The Economics of John Maynard Keynes: The Theory of Monetary Economy
六個基本混合飲品,The Fine Art of Mixing Drinks
弱点：比赛进程,The Blind Side: Evolution of a Game
美國人的危機,The American Crisis
適應的心靈,The Adapted Mind
物理学的进化,The Evolution of Physics
義律小姐謀殺案,The Case of Miss Elliott
神的经营,The Economy of God
盛世 中國 2013年,The Fat Years
食虫植物 (1989年书籍),The Carnivorous Plants
紅花俠外傳,The Gallant Pimpernel
貓著魔,The Enchanted Cat
密西西比河的舊日時光,Old Times on the Mississippi
出事的那一天,On My Honor
旧大陆的猪笼草,Pitcher Plants of the Old World
日落和平,Sunset
向死者七次佈道,Seven Sermons to the Dead
忍者,Shinobi no Mono
春天及一切,Spring and All
史托納,Stoner
学术的进展,The Advancement of Learning
疯人院十日,Ten Days in a Mad-House
伏尔泰的朋友们,The Friends of Voltaire
光榮與夢想,The Glory and the Dream
最乾淨的種族,The Cleanest Race
玫瑰兄弟情,The Brotherhood of the Rose
大出賣,The Great Betrayal
水的颜色,The Color of Water
设计心理学,The Design of Everyday Things
壁花男孩 (小說),The Perks of Being a Wallflower
最後希望,The Last Hope
末代太后,The Last Empress
湖居者,The Inhabitant of the Lake and Less Welcome Tenants
自然選擇的遺傳理論,The Genetical Theory of Natural Selection
綠色貝雷帽 (書籍),The Green Berets
破天神記,The Jade Trilogy
我兒佳比(小說),Son
拂曉之光,Sunrise
使者 (小说),Q7703830
紅色閃電,Red Thunder
有誰去那裡?,Who Goes There?
黑暗時刻,The Darkest Hour
石泉城,Rock Springs
復原,Recovery
金錢崛起,The Ascent of Money
皇帝燭臺,The Emperor's Candlesticks
論人性,On Human Nature
七剑下天山,Qijian Xia Tianshan
如焉@sars.come,Ru-yan
大空的武士,Samurai!
雅加達的黃昏,Senja di Jakarta
新本格魔法少女莉絲佳,Shin Honkaku Mahō Shōjo Risuka
斯波克的世界,Spock's World
剑鸟,Swordbird
臺北人,Taipei People
夢十夜,Ten Nights of Dreams
伤心咖啡馆之歌,The Ballad of the Sad Café
全國傳記簡明詞典,The Concise Dictionary of National Biography
五十九種二十面體,The Fifty-Nine Icosahedra
人間椅子 (小說),The Human Chair
建築四要素,The Four Elements of Architecture
波西之初,The First Sir Percy
解決健康難題的十分之一妙方,The 10% Solution for a Healthy Life
耶稣的童年,The Childhood of Jesus
移動迷宮3：死亡解藥 (小說),The Death Cure
高效能青少年七個習慣培訓,The 7 Habits of Highly Effective Teens
無與倫比的吉福斯,The Inimitable Jeeves
第五女王,The Fifth Queen
自由主義的沒落,The End of Liberalism
神聖古蘭經：原文、譯文與評注,"The Holy Qur'an: Text, Translation and Commentary"
那天，我用爸爸換了兩條金魚,The Day I Swapped My Dad for Two Goldfish
黑蛾,The Black Moth
魔鬼的調子,The Devil's Tune
魔術師的花園,The Garden of Abdul Gasazi
天搖地動,The Perfect Storm
裹屍布 (小說),Shroud
The Delivery Man,The Delivery Man
征服者(小說),The Conqueror
红岩,Red Crag
婆罗洲的猪笼草,Pitcher-Plants of Borneo
与机器赛跑,Race Against the Machine
理性和革命,Reason and Revolution
玻璃牢房,The Glass Cell
粗魯的英國,Rude Britain
24個比利,The Minds of Billy Milligan
噬血狂襲,Strike the Blood
停滞的帝国,The Immobile Empire
拉瑪克里斯納福音書,The Gospel of Sri Ramakrishna
浮雲 (二葉亭四迷),The Drifting Cloud
行政國,The Administrative State
求生之書,The Gift of Fear
第四見習生,The Fourth Apprentice
機器新娘,The Mechanical Bride: Folklore of Industrial Man
黑洞大戰,The Black Hole War
第三方,The Gripping Hand
愛，當下,Olive Kitteridge
朝花夕拾 (鲁迅),Q7228197
世界人名翻譯大辭典,Q7263706
雙面敵人（小說）,The Enemy
星光指路,Starlight
暴戾人 (小說),Rogue Male
食虫植物 (1942年书籍),The Carnivorous Plants
紅衣,Redshirts
拉贝日记,The Good Man of Nanking
政治正確童話,Politically Correct Bedtime Stories
中国语言地图集,Language Atlas of China
QED (书籍),QED: The Strange Theory of Light and Matter
塞外奇侠传,Saiwai Qixia Zhuan
射進心房,Shot in the Heart
云中歌,Song in the Clouds
姑獲鳥之夏,Summer of the Ubume
吾命騎士,The Legend of Sun Knight
大失敗前進,The Great Bust Ahead
清潔技術革命,The Clean Tech Revolution
星辰時刻,The Hour of the Star
消失的殖民星球,The Last Colony
社會主義的未來,The Future of Socialism
青銅鷹,The Bronze Eagle
魔法精靈聖誕任務,The Elf on the Shelf
普通法,The Common Law
世界地名翻译大辞典,Q7263668
四十一炮,Pow!
斯大林格勒,Stalingrad
人類動物園,The Human Zoo
黃金時代 (肯尼思·格拉姆),The Golden Age
老匈牙利人的優雅歷險,Old Hungarian Fairy Tales
論持久戰,On Protracted War
搶救鬼影家族,The Great Ghost Rescue
暗殺希特勒計畫,"Plotting Hitler's Death: The German Resistance to Hitler, 1933–1945"
怪诞行为学,Predictably Irrational
愛猶瑪卡名單,Procession of the Dead
明朝那些事兒,Stories About Ming Dynasty
龍與地下城玩家手冊,Player's Handbook
生命的量子方面,Quantum Aspects of Life
紅色情殺,Red letter edition
马来人的困境,The Malay Dilemma
黑色棉花田,"Roll of Thunder, Hear My Cry"
青春糖伴 (小說),Sugar Rush
中国科学技术史 (李约瑟),Science and Civilisation in China
新明解国语辞典,Shin Meikai kokugo jiten
社会静力学,Social Statics
野獸之聲：重金屬完全甩頭史,Sound of the Beast: The Complete Headbanging History of Heavy Metal
地鐵藝術,Subway Art
追殺史巴克,Spock Must Die!
藍調石牆T,Stone Butch Blues
太陽與鐵,Sun and Steel
交易將來,Trading Futures
三重门,Triple Door
災難的痕跡,Traces of Catastrophe
直到最後時刻,Until the Final Hour
重視理解的課程設計,Understanding by Design
月夜仙蹤,Where the Mountain Meets the Moon
女信長,On'na Nobunaga
我的腦內戀礙選項,"Ore no Nōnai Sentakushi ga, Gakuen Love Come o Zenryoku de Jama Shiteiru"
英格蘭史 (休謨),The History of England
狼禍,Wolfsbane
七星寶石,The Jewel of Seven Stars
反文化的形成,The Making of a Counter Culture
女尼的一生,The Nun's Story
曼波之王的情歌,The Mambo Kings Play Songs of Love
正常的基督徒生活,The Normal Christian Life
救贖者,The Redeemer
意識形態的崇高客體,The Sublime Object of Ideology
閣樓上的瘋女人,The Madwoman in the Attic
神聖的平衡,The Sacred Balance
通灵芯片,The Pattern on the Stone: The Simple Ideas That Make Computers Work
瑪莎的故事,The Story of Martha
舞奴,The Slave Dancer
野性花园：食虫植物栽培,The Savage Garden: Cultivating Carnivorous Plants
俗世哲學家:改變歷史的經濟學家,The Worldly Philosophers
錫公主,The Tin Princess
馬利亞的泣訴,The Testament of Mary
雁 (小說),The Wild Geese
戀物語,Q8318710
維吾爾人,Uyghurlar
切尔诺贝利的悲鸣,Voices from Chernobyl
俠骨丹心,Xiagu Danxin
零度c的女人,Woman at Point Zero
帝国政界往事,Q8848494
亡命之徒,"""F"" Is for Fugitive"
有頂天家族,Uchōten Kazoku
空中火葬,The Tower
白王后,The White Queen
山楂树之恋,Under the Hawthorn Tree
真相,The Other Side of Truth
滾石家族遊太空,The Rolling Stones
名字 (長篇小說),The Names
囮物語,Q8318654
憑物語,Q8318751
鬼物語,Q8318689
紅龍 (小說),Red Dragon
逝者之名,The Naming of the Dead
殺死我的那把刀,The Knife That Killed Me
魔法消失了,The Magic Goes Away
俄羅斯帝國紅皮書,The Red Book of the Peoples of the Russian Empire
三種統治形式,The Three Types of Legitimate Rule
奧巴馬國,The Obama Nation
Wiki之道,The Wiki Way
月亮池,The Moon Pool
有色人種與世界最優白人對立的上升趨勢,The Rising Tide of Color Against White World-Supremacy
歷史法學派的哲學宣言,The Philosophical Manifesto of the Historical School of Law
民族自决权,The Right of Nations to Self-Determination
玫瑰奇蹟,The Miracle of the Rose
無限悖論,The Paradoxes of the Infinite
荷属东印度群岛的猪笼草科植物,The Nepenthaceae of the Netherlands Indies
狂熱份子,The True Believer
石化泰勒,The Stone Rose
牆壁裡的狼,The Wolves in the Walls
自由君主的真正法律,The True Law of Free Monarchies
知识的边界,Too Big to Know
印第安人的麂皮靴,Walk Two Moons
你的降落伞是什么颜色？,What Color is Your Parachute?
當中國統治世界,When China Rules the World: The End of the Western World and the Birth of a New Global Order
财富、虚拟财富及负债,"Wealth, Virtual Wealth and Debt"
推薦一起共度初體驗的她,Shotaiken ni osusumena kanojo
臺灣通史,General History of Taiwan
治療 (小說),The Treatment
八吉祥经,Q8846652
移動迷宮：焦土試煉 (小說),The Scorch Trials
丟失的勳章：比利石的冒險,The Lost Medallion: The Adventures of Billy Stone
他改变了中国：江泽民传,The Man Who Changed China: The Life and Legacy of Jiang Zemin
從詹姆斯二世起的英格蘭史,The History of England from the Accession of James the Second
希特勒的心理,The Mind of Adolf Hitler
新世界秩序 (帕特·羅伯遜的書),The New World Order (Robertson)
新阶级：对共产主义制度的分析,The New Class: An Analysis of the Communist System
日常生活的戰略（The Practice of Everyday Life）,The Practice of Everyday Life
猿的思想,The Mind of an Ape
歷史耶穌的探索,The Quest of the Historical Jesus
西方的崛起,The Rise of the West: A History of the Human Community
雅各的千秋之年,The Thousand Autumns of Jacob de Zoet
交易的藝術,Trump: The Art of the Deal
推背图,Tui bei tu
認識物理學,Understanding Physics
他人的臉,The Face of Another
黃昏戰爭,Twilight
他们 (小说),Them
沃斯,Voss
士魂魔道 大龍卷,Q8648851
被奪走的十二年,Twelve Years a Slave
淀君日記,Chacha
南方 (小說),The South
一觸即發(小說),Tripwire
百分之七溶液,The Seven-Per-Cent Solution
秋月茶室,The Teahouse of the August Moon
瑪麗王朝,The Tangled Skein
世界史纲,The Outline of History
与神同在,The Practice of the Presence of God
井底之虎,The Tiger in the Well
怪獸內部,The Monsters Inside
夜的故事,The Story of the Night
新注释本福尔摩斯探案,The New Annotated Sherlock Holmes
前往蘑菇行星的奇妙飛行,The Wonderful Flight to the Mushroom Planet
泰晤士世界歷史地圖集,The Times Atlas of World History
無法安慰,The Unconsoled
角落裡的老人,The Old Man in the Corner
食人魔樓下,The Ogre Downstairs
錯誤的相對論,The Relativity of Wrong
護身符的故事,The Story of the Amulet
讀寫何用,The Uses of Literacy
風鳴曲,The Wind Singer
汤姆求学记,Tom Brown's School Days
中国不高兴,Unhappy China
單元操作 (書籍),Unit Operations of Chemical Engineering
相信我，我是奧茲醫生,"Trust Me, I'm Dr. Ozzy"
理解詩歌,Understanding Poetry
皇黎一統志,Hoàng Lê nhất thống chí
美國英雄,Wag the Dog: A Novel
怒火之翼,Wings of Wrath
書寫與延異,Writing and Difference
虞美人草,The Poppy
醒世姻缘传,Xingshi Yinyuan Zhuan
傷寒雜病論,Shang Han Lun
山岗上的牧羊人,The Shepherd of the Hills
羊毛战记,Wool
少女蘇菲的航海故事,The Wanderer
傾物語,Q8318599
紅 kure-nai,War Trash
相約星期六,The View from Saturday
兩世奇人,Time After Time
中国历史地图集,Historical Atlas of China
北美九国,The Nine Nations of North America
反動的修辭,The Rhetoric of Reaction
樂琦的神奇力量,The Higher Power of Lucky
威尼斯之石,The Stones of Venice
太陽醫生,The Sun Doctor
秧歌 (小说),The Rice Sprout Song
雪球 (巴菲特),The Snowball: Warren Buffett and the Business of Life
鏡子裡的陌生人——解離症：一種隱藏的流行病,The Stranger In The Mirror Dissociation – The Hidden Epidemic
園長夫人：動物園的奇蹟,The Zookeeper's Wife
我在洋基的日子,The Yankee Years
狸藻属——分类学专著,The genus Utricularia - a taxonomic monograph
聖經現代中文譯本,Today's Chinese Version
人間條件2—她和她生命中的男人們,Q10883643
伊甸園的祭壇,Q10885081
來生不做中國人,Q10887080
假面飯店,Q10888744
13階梯,Q11185305
S.I.C. 英雄傳說,Q11222502
在大雪封閉的山莊裡,Q11258752
漫畫版XX,Q11270384
阿根廷婆婆,Q11256137
鳥人計劃,Q11173657
大家早上好！,Q11300128
愛情喜劇,Q11347291
帥哥西裝,Handsome Suits
DD北斗之拳,DD Fist of the North Star
我的老爸鬼話連篇,Shit My Dad Says
考槃馀事,Kao Pan Yu Shi
一六四〇年英国革命史,History of the English Revolution of 1640
三坪房間的侵略者！？,Rokujyoma no Shinryakusha!?
三遂平妖傳,Pingyao Zhuan
中华大字典,Zhonghua Da Zidian
九月寓言,September's Fable
余命,Yomei
元和姓纂,Yuanhe Xingzuan
木偶奇遇记,The Adventures of Pinocchio
卡特日記,White House Diary
宋元學案,Q10185150
文化苦旅,Q10300028
中國哲學史大綱,An Outline History of Chinese Philosophy
境界的彼方,Kyōkai no Kanata
夜鷹之星,The Nighthawk Star
一月光哩的距離,Moonlight Mile
法言,Fa yan
海啊，帶我走,"Water, Carry Me"
ROOM NO.1301,Q10852290
不適合少女的職業,Q10868966
中国断代史系列,Q10873807
于丹庄子心得,Q10880537
一切化作海,Q11269827
與某飛行員的誓約,Q11272885
鶴林玉露,Q11174042
動漫專門店,Q11334131
異變13秒,Q11329363
豐臣公主,Q11335720
龍鳳寶釵緣,Longfeng Baochai Yuan
我的前半生,The First Half of My Life
三國志,Sangokushi
青春,Youth: Scenes from Provincial Life II
世界神话辞典,Q10869129
东方求闻口授 ～ Symposium of Post-mysticism.,Q10870351
中国人的性格,Q10873137
中国湖泊志,Q10873904
八音定訣,Q10892541
Re：笨蛋也能拯救世界？,Q11241606
艷之夜,Q11272496
酒醒就回家,Q11253100
我們的星塵dance,Q11338571
物質幽靈,Q11340646
薯片 (小說),Q11339227
倾城之恋,Love in a Fallen City
愛之工,Works of Love
西伯利亚编年史,Siberian Chronicles
中国名人录,Who's Who in China
怪人們,Ayashi Hito Bito
受活,Shou huo
普法戰紀,Pu Fa Zhan Ji
NET聖經（中譯本）,New English Translation
中国哲学简史,A Short History of Chinese Philosophy
中国人的精神,The Spirit of the Chinese People
時鐘機關之星,Clockwork Planet
獻給某飛行員的戀歌,Toaru Hikūshi e no Koiuta
黃金時代,Q10567210
崇祯长编,Q10271011
"A君(17)的戰爭 I, THE TYCOON？",Q10854437
CUTTING 傷痕,Q10846737
PRAVE!,Q10852102
一个在灵里之人的自传,Q10863786
三推成字法,Q10866051
东史郎战地日记,Q10869759
中国河湖大典,Q10873875
中華民國發展史,Q10876426
全民公敵調查局,Q10891624
14歲 (小說),Q11185334
Nude〜AV女優みひろ誕生物語〜,Q11236948
第101篇百物语,Q11185092
黃昏色的詠使,Q11176423
黑笑小說,Q11179390
半熟公主,Q11335695
戀上不死之男的少女,Q11272038
抽籤勇者,Q11265347
於是，他就這樣燒了屋頂,Q11266169
獻給某飛行員的夜想曲,Q11272883
神不擲骰子,Q11255167
荷莉的筆記,Q11338452
記得那片天空,Q11258156
我們扭曲的英雄,Our Twisted Hero
晚年周恩来,Zhou Enlai: The Last Perfect Revolutionary
五代會要,Wudai Huiyao
Berts bravader,Berts bravader
没有色彩的多崎造和他的巡礼之年,Colorless Tsukuru Tazaki and His Years of Pilgrimage
全球通史,A Global History: From Prehistory to the 21st Century
梦沉抹大拉,Magudala de Nemure
南明史,History of Southern Ming
明儒學案,Q10794022
9S,Q10846266
LOVE YOU 我的勇者公主,Q10851375
三都赋,Q10866988
中國歷史地圖集（古代史部分）,Q10874635
二十二史劄記,Q10880068
于丹论语心得,Q10880538
五灯会元,Q10881971
偶像總愛被吐嘈！,Q10888956
Webラジ voice theater 「お・り・が・み」天の門,Q11262826
再見Aruma,Q11268297
玫瑰塵行動,Q11237937
重回那天,Q11258103
小公主,A Little Princess
惡人鎮（小說）,Worth Dying For
倫敦蒙難記,Kidnapped in London
會說話的香港地圖,A Speaking Map of Hong Kong
新耶路撒冷聖經,New Jerusalem Bible
報佳音,Caroling
獵頭遊戲,Headhunters
文明小史,Wenming Xiaoshi
七万言书,"70,000 Character Petition"
中国小说史略,A Brief History of Chinese Fiction
中国导弹之父——钱学森之谜,Thread of the Silkworm
中國大歷史,China: A Macro History
中國即將崩潰,The Coming Collapse of China
二十年目睹之怪現狀,Bizarre Happenings Eyewitnessed Over Two Decades
假如我做了,If I Did It
黑色子彈,Black Bullet
RAIL WARS! -日本國有鐵道公安隊-,Rail Wars!
春&夏事件簿,Haruchika
令人討厭的松子的一生,Q10884462
BOBO族：新社會精英的崛起,Bobos in Paradise
天人,Q9981071
静思語,Q10566011
EME (輕小說),Q10846998
上官婉儿 (小说),Q10867341
中国底层访谈录,Q10873744
中國昆蟲生態大圖鑑,Q10874608
中華民國史事日誌,Q10876340
照亮明天,Q10856112
高麗史節要,Q10855281
越南亡國史,Viet Nam vong quoc su
人祸 (书籍),Q10883619
吾国与吾民,My Country and My People
地產霸權,Real Estate Hegemony
婆罗洲的猪笼草属植物,Nepenthes of Borneo
利維坦的戀人,Leviathan Sweetheart
我，要成為雙馬尾,"Ore, Twintail ni Narimasu."
罗马人的故事,Stories of the Romans
聖女的救濟,Salvation of a Saint
冰河洗劍錄,Q10895473
台灣的主張,Q10915622
同性恋亚文化,Q10917625
周汝昌校订批点本石头记,Q10920769
增補彙音,Q10931254
大逃港,Q10938182
失恋33天,Q10941932
奮鬥吧！系統工程師,Q10942681
女帝奇英传,Q10942762
它们 (科普读物),Q10946120
小學星公主,Q10958686
西游录,Xiyou lu
海龜與少年,Q11289077
老人之家,Q11291506
三年坂火之夢,Q11355378
六百六十元的事情,Q11392486
叛逆者 (小說),Q11410595
放學後的悠閒時光,Q11590323
百鬼夜行――陰,Q11580882
十万个为什么,"100,000 Whys"
南明史 (顧誠),History of Southern Ming
宋詩紀事,Recorded Occasions of Song Poetry
奧勒岡州藍皮書,Oregon Blue Book
賓州大道935,Agent 6
附近聽到,Kataegiki
六花的勇者,Rokka no Yūsha
前略。我與貓和天使同居。,Zenryaku. Neko to Tenshi to Dōkyo hajimemashita
前賢故實,Zenken Kojitsu
日常生活中的異能戰鬥,Inō-Battle wa Nichijō-kei no Naka de
甘城輝煌樂園救世主,Amagi Brilliant Park
破裂,RUPTURE
聖劍使的禁咒詠唱,Seiken Tsukai no World Break
刘伯承回忆录,Q10897104
历史的轨迹：中国共产党为什么能,Q10910855
反三国演义,Q10912652
唐話番字初學,Q10922996
大國之魂,Q10934341
大失败 20世纪共产主义的兴亡,Q10934714
天使養成法則,Q10939107
天川天音的否定公式,Q10939523
孙悟空系列丛书,Q10944772
小英雄雨来,Q10960375
貓娘姊妹,Q11275040
信桑 ‧ 炭坑町的小夜曲,Q11385975
雨樹之國,Q11349388
白馬山莊殺人事件,Q11580471
脉经,Q11612192
遊劍江湖,Q11563119
猜火車 (小說),Trainspotting
飛輪,Flying Tire
南唐書 (馬令),Book of Southern Tang
卡桑的回憶,Bizan
南唐書 (陸游),Book of Southern Tang (Lu You)
孔子家语,Kongzi Jiayu
尋秦記,The Chronicles of Finding Qin
我被綁架到貴族女校當「庶民樣本」,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Rachirareta Ken"
確証,Kakushō
冰川天女傳,Q10895452
匣中失樂,Q10904229
圣洁没有瑕疵,Q10928054
腦髓地獄,Q11003177
機動人偶,Q11293992
獵銃,Q11571836
綁架狂想曲,Q11631515
资政新篇,Q11634983
真田太平记,Sanada Taiheiki
漢字王國,Tecknens rike
半生緣,Half a Lifelong Romance
飛翔公關室,Soratobu Kōhōshitsu
小城畸人,"Winesburg, Ohio"
絕對雙刃,Absolute Duo
恐怖的夏夜,Kageriyuku Natsu
紫色的Qualia,Qualia the Purple
蒼穹的驅真,Sōkyū no Karma
蝴蝶小姐～最後的武士之女,Chōchō-san
別煩憂，開心就好,Q10898272
双面胶 (小说),Q10912583
同棲生活,Q10917653
告别薇安,Q10920056
味水轩日记,Q10921198
四個10A的少年,Q10924522
四朝成仁錄,Q10925092
地狱风景,Q10928337
城邦暴力團,Q10930022
大劍師傳奇,Q10933764
天觀雙俠,Q10940726
孔雀翎,Q10944531
廿二史考異,Q10951628
蛤女房,Q10972198
下流之宴,Q11361115
下町火箭,Q11361234
不要嘲笑我們的性,Q11375894
九罰的惡魔召喚術,Q11370425
勇者凜的傳說,Q11399990
百器徒然袋――風,Q11580714
百鬼夜行――陽,Q11580884
藍眸與雲,Q11621471
虛構推理,Q11625337
告白 (湊佳苗),Kokuhaku
弗兰德斯的狗,A Dog of Flanders
另一面孔,Another Face
占星術殺人事件,The Tokyo Zodiac Murders
問責不問責：巨星滙的真相,"No Minister & No, Minister: The True Story of Harbour Fest"
喻世明言,Illustrious Words to Instruct the World
国榷,榷
基纳巴卢山的猪笼草,Nepenthes of Mount Kinabalu
大漠谣,Ballad of the Desert
火花,Hinoka
愛的成人式,Initiation Love
百年之戀,Hyakunen no Koi
花園的迷宮,Hanazono no meikyū
贖罪奏鳴曲,Shokuzai no Sonata
四重奏,Q11295106
蘇俄在中國,Q10514140
劇團！Theatre,Q10899319
吳都文粹,Q10919170
多情環,Q10932625
天意,Q10939629
小逻辑,Q11034893
閒狼作家是美少女妖怪？,Q11275964
夜幕降临,Nightfall
偶然也是最惡的少年,Q11387259
跨越海峽的小提琴,Q11285699
鐵線蕨的憂鬱,Q11283311
十七史商榷,Q11404733
禪源諸詮集,Q11591193
Girl (小說),Girl
白色榮光4 螺鈿迷宮,Q11625844
結黨！老人黨,Q11606532
羽月莉音的帝國,Q11610193
警官之血,Q11632316
不死者之王,Overlord
尼特族吸血鬼‧江藤,Q11325107
貴族少女的使命！,Q11325915
人氣妹妹與受難的我,Q11446360
月島慕情,Q11516070
檸檬的時節,Q11544646
赤朽葉家的傳說,Q11635653
鐵之骨,Q11649516
陰摩羅鬼之瑕,Q11658242
魔球 (小說),Q11673860
文鏡秘府論,Bunkyō Hifuron
李鵬六四日記,The Critical Moment – Li Peng Diaries
夢境交錯,Double Tone
快樂退休,Happy Retirement
給夢的女孩,Yumewoataeru
新・御宿翠鳥,Shin Oyadokawasemi
續本朝通鑑,Honchō Tsugan
希望被送出的我們,Haitatsu sa retai Watashitachi
紅鬍子診療譚,Akahige Shinryōtan
隱蔽搜查,Inpei Sōsa
夜林,Nightwood
怪笑小說,Q11065463
故訓匯纂,Q11079048
會說話的世界地圖,Q11091836
某一天，炸彈從天而降,Q11108420
模造王女騷動記,Q11121320
波上的魔術師,Q11144065
複製的臉與反向少女,Q11302375
古事記傳,Q11410835
愛之流刑地,Q11493329
森羅萬象統御者,Q11540235
味噌養成魔法使,Q11673756
欠踹的背影,Q11637187
蓝眼人,Q11681351
邪魅之雫,Q11643039
魔王之類的啦！,Q11673844
魔王女孩與村民A,Q11673847
魔王學校裡只有我是勇者!?,Q11673851
平凡的世界,Ordinary World
心理学与生活,Psychology and Life
扶桑略記,Fusō Ryakki
HUNDRED百武裝戰記,Hundred
惡棍 (藥丸岳),Akutō (Gaku Yakumaru)
柳生武藝帳 (2010年),Yagyū Bugeichō
相棒系列 鑑識‧米澤守事件簿,Kanshiki Yonazawa no jikenbo
魔法少女育成計畫,Mahō Shōjo Ikusei Keikaku
キミはぼっちじゃない!,Q11060370
心术 (小说),Q11072106
我山之石,Q11074805
我是这样长大的,Q11074863
我的狐姬主人,Q11074939
手套 (小說),Q11075724
拍掌知音,Q11077146
教会的正统,Q11079210
日出江花,Q11086080
时文选粹,Q11087201
桃姐與我,Q11112242
武林舊事,Q11124402
江湖三女侠,Q11134725
浸著時光的早晨,Q11151542
子宮的記憶,Q11447902
森口織人的帝王學,Q11539353
野菊之墓,Q11646101
隨風飄舞的塑膠布,Q11665276
鳩子與我的愛情喜劇,Q11675204
龍孃七七七埋藏的寶藏,Nanana's Buried Treasure
次郎長三國志,Jirochō Sangokushi
新英汉词典,New English-Chinese Dictionary
日月當空,Ri Yue Dang Kong
重啟咲良田,Sakurada Reset
NO GAME NO LIFE 遊戲人生,No Game No Life-mart
嘆息的美女,Nageki no Bijo
境遇,Kyōgū
数字恶魔物语,Digital Devil Story
太閤様軍記之內,Taikōsama Gunki no Uchi
天上篇 宇宙皇子,Utsunomiko
惡女們的手術刀,Akujo-tachi no Metz
惡魔的手毬歌,Akuma no Temariuta
植物圖鑑,Shokubutsu zukan
魔法戰爭,Magical Warfare
魔是魔法的魔,M Is for Magic
属灵人,Q11043368
工作的再思,Q11056488
怎样鉴别黄色歌曲,Q11072505
我们台湾这些年,Q11074730
我的天才夢,Q11074915
新安縣志,Q11082239
朱元璋传,Q11093605
李自成 (小說),Q11097855
歡樂英雄,Q11123228
歡迎來到血吸村,Q11123237
殺鬼,Q11125815
吉祥寺的朝日君,Q11414185
天使的傷痕,Q11442281
若能在天堂遇見你,Q11442393
在黑暗中等待相遇,Q11514891
日本樂府,Q11508306
天璋院篤姬,Tenshō-in Atsuhime
最後的證人,Last Witness
最後的忠臣藏,Saigo no Chūshingura
晏子春秋,Yanzi chunqiu
東番記,Dong Fan Ji
海国图志,Illustrated Treatise on the Maritime Kingdoms
D機關,Joker Game
壞媽媽,Dirty Mama!
設計嬰兒,Designer Baby
